Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv863,Linux,Windows Server 2016,6/05/2027,In Progress,Data Center,10 years,Web Server,High,No,Not Started,Team Development Team,Annual maintenance,99.51% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$6281/year,355W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,Unsupported,Recycling planned,15/06/2028,-,28/08/2024
Srv864,Windows Server,Red Hat Enterprise Linux,13/01/2025,In Progress,On-Premise,2 years,Development Server,Low,No,N/A,Team Analytics Team,Quarterly checks,99.57% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,None,$1498/year,470W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,Unsupported,Recycling planned,11/05/2029,-,28/08/2024
Srv865,Windows Server,Windows Server 2016,22/02/2027,Not Started,Data Center,9 years,Database Server,High,Yes,N/A,Team Development Team,Monthly updates,99.85% uptime,"32GB RAM, 2TB SSD",None,None,None,$3337/year,246W,No,Up-to-date,Not applicable,No issues,Q3 Risk Assessment,Active,-,29/01/2028,See notes,28/08/2024
Srv866,Windows Server,Red Hat Enterprise Linux,3/05/2027,Unknown,Data Center,1 years,File Storage,Low,No,N/A,Team IT Operations,Monthly updates,99.19% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$5591/year,239W,No,Not Configured,Not applicable,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,11/03/2027,-,28/08/2024
Srv867,Linux,Red Hat Enterprise Linux,8/07/2025,In Progress,Data Center,1 years,Web Server,High,No,In Progress,Team Development Team,Monthly updates,99.67% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$3922/year,435W,No,Incomplete,Not applicable,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,3/06/2027,-,28/08/2024
Srv868,Linux,Ubuntu 20.04,16/02/2025,Unknown,Cloud,4 years,Development Server,High,No,In Progress,Team Analytics Team,Monthly updates,99.94% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,High,$5429/year,200W,Yes,Up-to-date,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,-,18/12/2027,See notes,28/08/2024
Srv869,Windows Server,Red Hat Enterprise Linux,2/07/2026,On Hold,Data Center,9 years,Application Server,High,Yes,In Progress,Team Development Team,Quarterly checks,99.27% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,High,$3092/year,487W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,Hardware recycling,31/07/2026,See notes,28/08/2024
Srv870,Linux CentOS,2008,13/03/2027,On Hold,On-Premise,10 years,Application Server,Medium,No,Completed,Web Team,Quarterly checks,99.7% uptime,"4GB RAM, 2TB HDD",None,GDPR Compliance,High,$3558/year,367W,No,Incomplete,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,-,22/12/2026,-,28/08/2024
Srv871,Windows Server,Ubuntu 20.04,26/11/2026,Unknown,Cloud,7 years,Database Server,High,Yes,In Progress,Team Development Team,Monthly updates,99.45% uptime,"16GB RAM, 1TB HDD",MySQL,None,High,$2989/year,524W,Yes,Up-to-date,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,-,2/11/2024,-,28/08/2024
Srv872,Windows Server,Ubuntu 20.04,21/10/2025,Unknown,On-Premise,8 years,File Storage,Low,No,N/A,Team Analytics Team,Monthly updates,99.85% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,Moderate,$1153/year,368W,Yes,Not Configured,Defined,Need faster replacement,Q2 Budget Planning,Active,-,29/11/2027,-,28/08/2024
Srv873,Linux,Ubuntu 20.04,5/03/2027,In Progress,Cloud,3 years,Web Server,High,No,Completed,Team IT Operations,Annual maintenance,99.42% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,None,$5435/year,374W,Yes,Up-to-date,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,Hardware recycling,9/10/2025,-,28/08/2024
Srv874,Linux,Red Hat Enterprise Linux,12/06/2026,Unknown,Data Center,10 years,Application Server,Low,No,Completed,Team Analytics Team,Quarterly checks,99.46% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,Moderate,$4267/year,428W,Yes,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Active,-,21/01/2030,See notes,28/08/2024
Srv875,Windows Server,Red Hat Enterprise Linux,9/10/2024,In Progress,On-Premise,1 years,Application Server,High,No,Not Started,Team Analytics Team,Quarterly checks,99.84% uptime,"32GB RAM, 2TB SSD",MySQL,None,Moderate,$4218/year,311W,No,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,Hardware recycling,29/09/2024,See notes,28/08/2024
Srv876,Windows Server,Windows Server 2016,4/10/2025,On Hold,Data Center,4 years,Application Server,Low,Yes,N/A,Team Development Team,Quarterly checks,99.42% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,None,$3846/year,259W,No,Not Configured,Defined,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,14/06/2025,See notes,28/08/2024
Srv877,Windows Server,Red Hat Enterprise Linux,16/03/2027,Not Started,Data Center,2 years,Web Server,High,No,N/A,Team IT Operations,Annual maintenance,99.20% uptime,"8GB RAM, 500GB SSD",SQL Server,None,Moderate,$5163/year,480W,No,Up-to-date,Not applicable,Need faster replacement,Q1 Server Review,Active,Recycling planned,3/11/2029,See notes,28/08/2024
Srv878,Linux,Windows Server 2016,11/12/2026,On Hold,On-Premise,6 years,Database Server,Medium,No,N/A,Team IT Operations,Annual maintenance,99.01% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$6765/year,362W,No,Not Configured,Not applicable,No issues,Q1 Server Review,End of Support,-,3/01/2030,-,28/08/2024
Srv879,Linux,Ubuntu 20.04,2/04/2027,Decommissioned,Data Center,4 years,Web Server,High,Yes,N/A,Team IT Operations,Quarterly checks,99.97% uptime,"32GB RAM, 2TB SSD",MySQL,None,Moderate,$5477/year,287W,Yes,Not Configured,Not applicable,No issues,Q1 Server Review,Active,-,10/11/2027,-,28/08/2024
Srv880,Windows Server,Red Hat Enterprise Linux,2/03/2025,Delayed,Data Center,9 years,Database Server,High,Yes,Not Started,Team Development Team,Quarterly checks,99.73% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,High,$6719/year,396W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,31/08/2029,-,28/08/2024
Srv881,Windows Server,Windows Server 2016,14/01/2027,Decommissioned,On-Premise,2 years,File Storage,Medium,Yes,N/A,Team Analytics Team,Quarterly checks,99.39% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$5306/year,498W,Yes,Up-to-date,Not applicable,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,2/08/2025,See notes,28/08/2024
Srv882,Linux,Windows Server 2016,30/06/2026,On Hold,On-Premise,9 years,Web Server,Medium,Yes,Not Started,Team Development Team,Monthly updates,99.02% uptime,"8GB RAM, 500GB SSD",None,GDPR Compliance,Moderate,$5498/year,533W,Yes,Incomplete,Offsite backup plan,Concerns about data migration,Q1 Server Review,End of Support,-,30/11/2026,See notes,28/08/2024
Srv883,Windows Server,Red Hat Enterprise Linux,20/09/2026,Delayed,Cloud,6 years,Application Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.36% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$2245/year,577W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,16/08/2029,-,28/08/2024
Srv884,Windows Server,Red Hat Enterprise Linux,18/02/2027,Decommissioned,On-Premise,7 years,File Storage,Medium,No,N/A,Team IT Operations,Quarterly checks,99.69% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,None,$2736/year,338W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,Hardware recycling,18/07/2029,See notes,28/08/2024
Srv885,Windows Server 2012 R2,2012 R2,5/06/2023 0:00,Unknown,Data Center,9 years,Database Server,High,Yes,Delayed,Web Team,Monthly updates,99.88% uptime,"16GB RAM, 2TB HDD",Apache,None,Moderate,$2000/year,300W,Yes,Up-to-date,Not applicable,Concerns about data migration,Q3 Risk Assessment,End of Support,-,21/12/2023 0:00,-,16/02/2024 0:00
Srv886,Windows Server,Windows Server 2016,25/05/2025,Unknown,On-Premise,5 years,File Storage,High,No,Completed,Team Development Team,Quarterly checks,99.51% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,None,$3574/year,378W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,-,6/06/2027,See notes,28/08/2024
Srv887,Windows Server,Ubuntu 20.04,19/12/2026,Unknown,Cloud,4 years,Development Server,High,No,In Progress,Team Analytics Team,Annual maintenance,99.96% uptime,"8GB RAM, 500GB SSD",None,None,High,$5793/year,395W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,Unsupported,-,17/10/2028,See notes,28/08/2024
Srv888,Linux,Red Hat Enterprise Linux,23/07/2025,In Progress,Data Center,1 years,Database Server,Medium,No,Not Started,Team IT Operations,Annual maintenance,99.50% uptime,"8GB RAM, 500GB SSD",Apache,GDPR Compliance,None,$5849/year,284W,Yes,Up-to-date,Not applicable,No issues,Q3 Risk Assessment,Active,Recycling planned,14/10/2024,-,28/08/2024
Srv889,Linux,Windows Server 2016,18/05/2025,In Progress,On-Premise,10 years,Web Server,High,No,Completed,Team IT Operations,Monthly updates,99.21% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$1932/year,311W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,Active,Hardware recycling,28/09/2029,-,28/08/2024
Srv890,Linux,Red Hat Enterprise Linux,13/06/2025,In Progress,Cloud,2 years,Development Server,Medium,No,N/A,Team IT Operations,Annual maintenance,99.96% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$4778/year,234W,Yes,Up-to-date,Not applicable,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,21/12/2026,-,28/08/2024
Srv891,Windows Server,Red Hat Enterprise Linux,4/05/2027,Decommissioned,Data Center,3 years,Development Server,Medium,No,N/A,Team Development Team,Annual maintenance,99.73% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,None,$2306/year,317W,Yes,Not Configured,Offsite backup plan,No issues,Q1 Server Review,End of Support,-,9/03/2027,See notes,28/08/2024
Srv892,Windows Server,Ubuntu 20.04,5/01/2026,Decommissioned,Data Center,8 years,Application Server,Medium,No,In Progress,Team IT Operations,Monthly updates,99.36% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,None,$2221/year,334W,Yes,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,-,21/09/2026,See notes,28/08/2024
Srv893,Windows Server,Windows Server 2016,15/01/2027,On Hold,Data Center,3 years,Database Server,Low,Yes,N/A,Team Analytics Team,Monthly updates,99.92% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,High,$4287/year,322W,No,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,Recycling planned,1/08/2026,-,28/08/2024
Srv894,Linux,Red Hat Enterprise Linux,3/07/2026,Delayed,Cloud,4 years,File Storage,Low,No,Not Started,Team Analytics Team,Quarterly checks,99.10% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,Moderate,$6117/year,262W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,Active,-,15/01/2025,-,28/08/2024
Srv895,Linux,Windows Server 2016,23/11/2024,On Hold,Data Center,6 years,Database Server,High,Yes,In Progress,Team Analytics Team,Annual maintenance,99.19% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$4648/year,519W,No,Up-to-date,Not applicable,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,14/12/2026,-,28/08/2024
Srv896,Linux,Windows Server 2016,9/03/2027,On Hold,On-Premise,1 years,Web Server,High,Yes,Not Started,Team IT Operations,Annual maintenance,99.92% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,None,$3042/year,285W,No,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,Recycling planned,30/12/2025,-,28/08/2024
Srv897,Windows Server,Ubuntu 20.04,2/07/2025,In Progress,On-Premise,7 years,Application Server,High,Yes,N/A,Team Analytics Team,Annual maintenance,99.46% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$1332/year,214W,No,Up-to-date,Defined,Need faster replacement,Q1 Server Review,End of Support,Hardware recycling,7/02/2026,See notes,28/08/2024
Srv898,Linux,Ubuntu 20.04,11/05/2027,In Progress,Data Center,3 years,Web Server,Low,Yes,N/A,Team Analytics Team,Monthly updates,99.63% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,Moderate,$2022/year,255W,No,Incomplete,Not applicable,No issues,Q1 Server Review,Active,Hardware recycling,1/10/2024,-,28/08/2024
Srv899,Windows Server,Windows Server 2016,24/08/2026,Unknown,Data Center,5 years,Web Server,High,No,Not Started,Team IT Operations,Annual maintenance,99.25% uptime,"16GB RAM, 1TB HDD",None,None,None,$1362/year,564W,No,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,Active,Recycling planned,2/12/2028,-,28/08/2024
Srv900,Linux,Ubuntu 20.04,21/11/2025,On Hold,On-Premise,9 years,File Storage,High,Yes,Not Started,Team IT Operations,Quarterly checks,99.09% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$1885/year,546W,Yes,Incomplete,Offsite backup plan,No issues,Q3 Risk Assessment,End of Support,Recycling planned,19/08/2027,See notes,28/08/2024
Srv901,Windows Server,Windows Server 2016,15/12/2024,Unknown,Cloud,1 years,Development Server,High,No,N/A,Team Analytics Team,Quarterly checks,99.02% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,High,$2200/year,247W,No,Not Configured,Defined,Need faster replacement,Q1 Server Review,End of Support,Hardware recycling,21/11/2024,See notes,28/08/2024
Srv902,Linux,Ubuntu 20.04,1/03/2026,Unknown,Cloud,1 years,Web Server,High,No,N/A,Team Development Team,Monthly updates,99.58% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$3946/year,366W,No,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,17/10/2029,-,28/08/2024
Srv903,Linux,Red Hat Enterprise Linux,1/01/2025,On Hold,On-Premise,9 years,Database Server,Medium,No,In Progress,Team Development Team,Monthly updates,99.33% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,High,$3602/year,542W,Yes,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,Recycling planned,19/02/2026,-,28/08/2024
Srv904,Windows Server,Ubuntu 20.04,2/06/2025,Unknown,Cloud,7 years,Web Server,High,No,Completed,Team Analytics Team,Quarterly checks,99.05% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,None,$3047/year,357W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Active,-,23/12/2025,See notes,28/08/2024
Srv905,Windows Server,Ubuntu 20.04,10/08/2026,In Progress,Cloud,2 years,Development Server,Medium,No,Not Started,Team Development Team,Monthly updates,99.08% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$1006/year,255W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,2/01/2030,See notes,28/08/2024
Srv906,Linux,Red Hat Enterprise Linux,13/01/2025,Unknown,On-Premise,10 years,Database Server,Medium,No,N/A,Team Development Team,Annual maintenance,99.12% uptime,"8GB RAM, 500GB SSD",MySQL,None,Moderate,$6576/year,348W,No,Up-to-date,Not applicable,No issues,Q1 Server Review,Unsupported,Recycling planned,24/08/2026,-,28/08/2024
Srv907,Windows Server,Red Hat Enterprise Linux,26/04/2025,Not Started,Cloud,4 years,Database Server,High,No,Completed,Team Analytics Team,Monthly updates,99.43% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,Moderate,$6907/year,388W,No,Incomplete,Defined,Concerns about data migration,Q1 Server Review,Active,-,27/10/2028,See notes,28/08/2024
Srv908,Linux,Windows Server 2016,31/03/2025,Decommissioned,Cloud,7 years,Database Server,High,Yes,Completed,Team Development Team,Quarterly checks,99.16% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$4061/year,540W,No,Up-to-date,Offsite backup plan,No issues,Q1 Server Review,Unsupported,-,9/02/2027,See notes,28/08/2024
Srv909,Windows Server 2008,2008,14/10/2024 0:00,Decommissioned,Cloud,2 years,File Storage,Medium,Yes,Completed,Storage Team,Annual maintenance,99.89% uptime,"4GB RAM, 500GB HDD",None,HIPAA Compliance,High,$3000/year,400W,No,Not Configured,Defined,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,2/12/2023 0:00,-,16/02/2024 0:00
Srv910,Windows Server,Ubuntu 20.04,2/10/2024,In Progress,Data Center,5 years,Application Server,Medium,No,Completed,Team Development Team,Monthly updates,99.05% uptime,"16GB RAM, 1TB HDD",Apache,None,High,$3366/year,499W,No,Incomplete,Defined,No issues,Q2 Budget Planning,End of Support,Recycling planned,9/08/2029,See notes,28/08/2024
Srv911,Windows Server,Red Hat Enterprise Linux,20/05/2026,In Progress,Data Center,5 years,Application Server,Medium,Yes,Completed,Team Analytics Team,Monthly updates,99.91% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$1586/year,370W,No,Incomplete,Defined,Need faster replacement,Q1 Server Review,Active,Recycling planned,27/10/2025,See notes,28/08/2024
Srv912,Linux,Windows Server 2016,10/10/2024,On Hold,Data Center,5 years,Web Server,High,Yes,In Progress,Team IT Operations,Monthly updates,99.61% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,Moderate,$2354/year,334W,Yes,Incomplete,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,-,25/05/2028,See notes,28/08/2024
Srv913,Windows Server,Windows Server 2016,1/11/2024,Decommissioned,Data Center,4 years,Application Server,Low,Yes,N/A,Team IT Operations,Monthly updates,99.64% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,Moderate,$1614/year,506W,No,Up-to-date,Defined,No issues,Q1 Server Review,End of Support,-,12/12/2026,See notes,28/08/2024
Srv914,Windows Server,Windows Server 2016,1/12/2024,Not Started,On-Premise,9 years,File Storage,High,No,Completed,Team IT Operations,Monthly updates,99.55% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$3504/year,511W,No,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,End of Support,Recycling planned,19/09/2028,-,28/08/2024
Srv915,Windows Server,Red Hat Enterprise Linux,23/10/2025,In Progress,Cloud,6 years,Web Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.80% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,None,$4231/year,200W,Yes,Up-to-date,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Hardware recycling,21/03/2028,-,28/08/2024
Srv916,Linux,Ubuntu 20.04,2/02/2027,Delayed,Cloud,8 years,Database Server,Low,No,In Progress,Team Development Team,Annual maintenance,99.47% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$2369/year,537W,Yes,Not Configured,Offsite backup plan,No issues,Q1 Server Review,End of Support,Hardware recycling,18/11/2027,-,28/08/2024
Srv917,Linux,Windows Server 2016,27/11/2024,Decommissioned,Cloud,4 years,File Storage,Medium,Yes,Completed,Team Development Team,Annual maintenance,99.86% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$3210/year,328W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,25/05/2025,-,28/08/2024
